"CONCAT('HTTPS://M.WEIBO.CN/COMMENTS/HOTFLOW?ID=',POST_MID,'&MID=',POST_MID)"
https://m.weibo.cn/comments/hotflow?id=4610004969586834&mid=4610004969586834
https://m.weibo.cn/comments/hotflow?id=4609931531783378&mid=4609931531783378
https://m.weibo.cn/comments/hotflow?id=4609906119022180&mid=4609906119022180
https://m.weibo.cn/comments/hotflow?id=4609924376561290&mid=4609924376561290
https://m.weibo.cn/comments/hotflow?id=4609966700498773&mid=4609966700498773
https://m.weibo.cn/comments/hotflow?id=4610035336353250&mid=4610035336353250
https://m.weibo.cn/comments/hotflow?id=4609912158291797&mid=4609912158291797
https://m.weibo.cn/comments/hotflow?id=4609736828521026&mid=4609736828521026
https://m.weibo.cn/comments/hotflow?id=4609728451711629&mid=4609728451711629
https://m.weibo.cn/comments/hotflow?id=4609948351463838&mid=4609948351463838
https://m.weibo.cn/comments/hotflow?id=4609983637360354&mid=4609983637360354
https://m.weibo.cn/comments/hotflow?id=4609966382254541&mid=4609966382254541
https://m.weibo.cn/comments/hotflow?id=4610005234354916&mid=4610005234354916
https://m.weibo.cn/comments/hotflow?id=4609914552978172&mid=4609914552978172
https://m.weibo.cn/comments/hotflow?id=4609732915234790&mid=4609732915234790
https://m.weibo.cn/comments/hotflow?id=4610039501294207&mid=4610039501294207
https://m.weibo.cn/comments/hotflow?id=4610061860604258&mid=4610061860604258
https://m.weibo.cn/comments/hotflow?id=4610061999545080&mid=4610061999545080
https://m.weibo.cn/comments/hotflow?id=4610049215038635&mid=4610049215038635
https://m.weibo.cn/comments/hotflow?id=4609734747360382&mid=4609734747360382
https://m.weibo.cn/comments/hotflow?id=4610008346790913&mid=4610008346790913
https://m.weibo.cn/comments/hotflow?id=4609987416429437&mid=4609987416429437
https://m.weibo.cn/comments/hotflow?id=4609969866934776&mid=4609969866934776
https://m.weibo.cn/comments/hotflow?id=4609948291436409&mid=4609948291436409
https://m.weibo.cn/comments/hotflow?id=4610011077284004&mid=4610011077284004
https://m.weibo.cn/comments/hotflow?id=4609898614098619&mid=4609898614098619
https://m.weibo.cn/comments/hotflow?id=4610038544469315&mid=4610038544469315
