,ts_code,trade_date,open,high,low,close,pre_close,pct_chg,change,vol,amount,10SMA,20SMA,50SMA,250SMA,10SMA>20SMA>50SMA,10SMA-20SMA,20SMA-50SMA,No. of days of 10SMA>20SMA>50SMA,Gain,Loss,avg_Gain,avg_Loss,RS,14RSI,9SMA (14RSI),14RSI÷9SMA-1 (%),12 EMA,26 EMA,"MACD (12, 26)",9EMA of MACD,Diff,MOM or MTM(interval 10),Avg changing percentage of last 4 days,ROC (interval 10),H-L,H-PC,L-PC,TR,ATR (14EMA) B,H-pH,pL-L,_+DM,_-DM,+DM (14EMA),-DM (14EMA),DMI (interval 14) : +DI,DMI (interval 14) : -DI,DX,ADX,_+DI - (-DI),"_+DI - (-DI)"" - ADX","BB middle (Interval 20, no. of Std Dev 2)","BB upper limit (Interval 20, no. of Std Dev 2)","BB bottom limit (Interval 20, no. of Std Dev 2)",Close > BB upper (+-%),Close > BB middle (+-%),Close > BB lower (+-%)
0,00002.HK,20210420,76.6,77.0,76.4,76.8,76.55,0.33,0.25,2679264.0,205747923.89,75.58999999999999,75.41249999999998,74.33200000000002,74.68800000000006,Y,0.1775000000000091,1.080499999999958,17.0,0.25,0.0,0.2687856249877231,0.1307037871096798,2.056448638035042,67.28229005533399,59.896363718838614,12.331176515432363,75.75424588141924,75.2061011698044,0.5481447116148388,0.42518828446700835,0.12295642714783045,2.200000000000003,0.31,2.9490616621983956,0.5999999999999943,0.45000000000000284,-0.14999999999999147,0.5999999999999943,0.9159747028491799,0.20000000000000284,-0.4000000000000057,0.20000000000000284,0.0,0.24999920587514177,0.10584989927589131,27.293243481234597,11.55598500118404,40.50854828989078,30.330037118667462,15.737258480050558,-14.592778638616904,75.41249999999998,76.69424685488202,74.13075314511794,-0.13769940770569367,-1.8066406250000222,-3.4755818422943507
1,00002.HK,20210419,76.2,76.8,76.0,76.55,76.25,0.39,0.3,2265714.0,173355105.93,75.36999999999999,75.29749999999999,74.23900000000002,74.70600000000006,Y,0.07250000000000512,1.0584999999999667,16.0,0.3,0.0,0.27023067306370185,0.14075792457965516,1.919825643001562,65.75137962786002,58.50799977687281,12.38015293397603,75.56410876895,75.07858926338875,0.4855195055612569,0.3944491776800507,0.09107032788120617,1.0499999999999972,0.36,1.3907284768211883,0.7999999999999972,0.5499999999999972,-0.25,0.7999999999999972,0.9402804492221942,0.29999999999999716,-0.3499999999999943,0.29999999999999716,0.0,0.25384529863476785,0.11399219922019063,26.996764512624953,12.12321274088871,38.02034872195724,29.547074720881053,14.873551771736244,-14.67352294914481,75.29749999999999,76.46859991034069,74.12640008965928,-0.10633584540733487,-1.636185499673437,-3.166035153939528
2,00002.HK,20210416,76.2,76.5,75.65,76.25,75.8,0.59,0.45,3059414.0,233270064.25,75.265,75.205,74.156,74.71860000000007,Y,0.060000000000002274,1.0489999999999924,15.0,0.45,0.0,0.26794072483783277,0.15158545723962866,1.7675885913928266,63.867461980801984,57.075851456103834,11.899271498247344,75.38485581785001,74.96087640445985,0.4239794133901569,0.3716815957097492,0.0522978176804077,0.3499999999999943,0.49749999999999994,0.46113306982871444,0.8499999999999943,0.7000000000000028,-0.14999999999999147,0.8499999999999943,0.951071253008517,0.04999999999999716,0.0,0.04999999999999716,0.0,0.25029493699128863,0.12276082992943606,26.317159329496338,12.907637523593273,34.186338443322846,28.89528441310596,13.409521805903065,-15.485762607202894,75.205,76.2513746938836,74.15862530611639,0.001802877224399424,-1.370491803278695,-2.7427864837817784
3,00002.HK,20210415,76.0,76.45,75.65,75.8,75.85,-0.07,-0.05,1872801.0,142194503.4,75.23,75.10249999999999,74.08500000000001,74.72820000000007,Y,0.12750000000001194,1.017499999999984,14.0,0.0,0.05,0.2539361652099737,0.1632458770272924,1.555544126652088,60.86939021827581,56.643391803135856,7.460708620393741,75.22755687564091,74.85774651681663,0.3698103588242816,0.3586071412896472,0.01120321753463438,0.25,0.35,0.3309066843150232,0.7999999999999972,0.6000000000000085,-0.19999999999998863,0.7999999999999972,0.9588459647784034,-0.04999999999999716,0.04999999999999716,0.0,0.04999999999999716,0.26570223983677255,0.13220397069323883,27.710628150599597,13.787821563580566,33.55018484524631,28.48828025693543,13.92280658701903,-14.565473669916399,75.10249999999999,76.12057416232807,74.08442583767192,0.4229210584802967,-0.9201846965699256,-2.263290451620159
4,00002.HK,20210414,76.0,76.5,75.7,75.85,75.45,0.53,0.4,3151609.0,239710520.63,75.20500000000001,75.0175,74.039,74.74420000000008,Y,0.1875000000000142,0.9784999999999968,13.0,0.4,0.0,0.27346971637997164,0.17195709833708414,1.5903368864941783,61.394982821967105,56.93588560590516,7.831786875023972,75.12347630757563,74.78236623816196,0.3411100694136735,0.3558063369059886,-0.014696267492315118,1.1499999999999915,0.35,1.5394912985274316,0.7999999999999972,1.0499999999999972,0.25,1.0499999999999972,0.9710648851459732,0.5999999999999943,-0.8500000000000085,0.5999999999999943,0.0,0.28614087367037044,0.13852735305425742,29.466710005413997,14.265509460105088,34.75972802453893,28.098902980911515,15.20120054530891,-12.897702435602605,75.0175,76.07167028984884,73.96332971015116,0.2922482397479831,-1.097560975609746,-2.487370190967486
5,00002.HK,20210413,75.0,75.9,74.85,75.45,74.75,0.94,0.7,2675133.0,202108529.5,75.09,74.9075,73.99600000000001,74.75320000000009,Y,0.18250000000000455,0.9114999999999895,12.0,0.7,0.0,0.2637366176399695,0.18518456743993678,1.424182486078439,58.74898008946167,56.96651767290905,3.128965029576114,74.9913810907712,74.69695553721492,0.2944255535562803,0.3594804037790674,-0.06505485022278712,0.0,0.185,0.0,1.0500000000000114,1.1500000000000057,0.09999999999999432,1.1500000000000057,0.9649929532341252,0.9000000000000057,-0.29999999999999716,0.9000000000000057,0.0,0.2619978639527071,0.1491833032892003,27.150235975779353,15.459522558089153,27.43670421975707,27.586531823709407,11.6907134176902,-15.895818406019208,74.9075,76.04691871144895,73.76808128855104,0.7911447467845667,-0.7190192180251853,-2.2291831828349373
6,00002.HK,20210412,74.95,75.0,74.55,74.75,74.75,0.0,0.0,2380333.0,177925031.4,75.09,74.8075,73.937,74.75140000000009,Y,0.28249999999999886,0.8705000000000069,11.0,0.0,0.0,0.2301778959199671,0.19942953416608575,1.154181585402862,53.57865804924769,56.74782894546432,-5.584655757072676,74.90799583454778,74.63671198019212,0.2712838543556586,0.3757441163347642,-0.10446026197910557,-0.09999999999999432,0.05,-0.13360053440213002,0.45000000000000284,0.25,-0.20000000000000284,0.45000000000000284,0.950761641944442,-0.5,0.10000000000000853,0.0,0.10000000000000853,0.21292077656445335,0.16065894200375416,22.394758809263724,16.897920037579965,13.989473186874127,27.598057024013432,5.496838771683759,-22.101218252329673,74.8075,76.08197047827716,73.53302952172285,1.781900305387496,0.07692307692308553,-1.628054151541336
7,00002.HK,20210409,75.0,75.5,74.65,74.75,74.8,-0.07,-0.05,2681452.0,200789140.6,75.1,74.75500000000001,73.884,74.74040000000011,Y,0.34499999999998465,0.8710000000000093,10.0,0.0,0.05,0.24788388791381072,0.21477026756347697,1.154181585402862,53.57865804924769,57.84005055418567,-7.3675463007173985,74.9367223499201,74.62764893860749,0.30907341131261035,0.40185918182954056,-0.09278577051693021,-0.29999999999999716,-0.2475,-0.39973351099266774,0.8499999999999943,0.7000000000000028,-0.14999999999999147,0.8499999999999943,0.9892817682478604,0.5,-0.15000000000000568,0.5,0.0,0.22929929783864206,0.16532501446558073,23.178360826841,16.711620467684515,16.21143993878979,28.64487116533184,6.466740359156486,-22.178130806175353,74.75500000000001,76.11804805491224,73.39195194508778,1.8301646219561762,0.0066889632107214325,-1.8167866955347334
8,00002.HK,20210408,74.65,75.0,74.5,74.8,74.9,-0.13,-0.1,1873073.0,140043909.85,75.13,74.7175,73.84299999999999,74.7228000000001,Y,0.4124999999999943,0.8745000000000118,9.0,0.0,0.1,0.26695187929179615,0.22744490352989827,1.1736991031619426,53.99547257735152,58.5462555374685,-7.77297013846524,74.97067186808741,74.61786085369609,0.352811014391321,0.4250556244587731,-0.07224461006745209,-1.1000000000000085,-0.36249999999999993,-1.4492753623188517,0.5,0.09999999999999432,-0.4000000000000057,0.5,0.9999957504207733,-0.7000000000000028,-0.4000000000000057,0.0,0.0,0.20847616690315296,0.1780423232706254,20.847705284290598,17.804307987879913,7.873839002849392,29.60128895198892,3.043397296410685,-26.557891655578235,74.7175,76.11973928057947,73.31526071942054,1.7643573269779056,-0.11029411764705843,-1.9849455622720114
9,00002.HK,20210407,74.1,75.7,74.1,74.9,74.6,0.4,0.3,3811600.0,285273904.25,75.24,74.65,73.81299999999999,74.70960000000011,Y,0.5899999999999892,0.8370000000000175,8.0,0.3,0.0,0.28748663923731893,0.23724835764758276,1.211753969923627,54.78701457764172,59.40777667792481,-7.7780424696487716,75.00170311683057,74.60328972199177,0.3984133948387978,0.4431167769756361,-0.04470338213683833,0.05000000000001137,-0.215,0.066800267201084,1.6000000000000085,1.1000000000000085,-0.5,1.6000000000000085,1.038456961991602,-0.29999999999999716,0.45000000000000284,0.0,0.45000000000000284,0.2245127951264724,0.19173788659913504,21.619845919843527,18.463729708298267,7.873839002849388,31.272631255768886,3.1561162115452603,-28.116515044223625,74.65,76.15598804776134,73.14401195223867,1.6768865791206178,-0.33377837116155273,-2.344443321443701
10,00002.HK,20210401,75.9,76.0,74.55,74.6,75.5,-1.19,-0.9,3877495.0,290251160.0,75.23499999999999,74.5625,73.76899999999999,74.6908000000001,Y,0.6724999999999852,0.7935000000000088,7.0,0.0,0.9,0.286524073024805,0.25549823131278143,1.121432706412913,52.862044740939275,61.11240437126407,-13.500302786653629,75.02019459261794,74.57955289975112,0.4406416928668193,0.4542926225098457,-0.013650929643026388,0.09999999999999432,-0.030000000000000027,0.13422818791945546,1.4500000000000028,0.5,-0.9500000000000028,1.4500000000000028,0.9952613436832629,0.0,0.9500000000000028,0.0,0.9500000000000028,0.24178301013620104,0.17187157018368368,24.293419177862425,17.26898882133023,16.900922479440183,33.07253835214731,7.024430356532196,-26.048107995615116,74.5625,76.19800450931815,72.92699549068185,2.1420971974774217,-0.0502680965147384,-2.2426333905068985
11,00002.HK,20210331,76.0,76.0,75.5,75.5,75.9,-0.53,-0.4,2973397.0,225060165.25,75.225,74.56750000000001,73.72699999999999,74.67780000000009,Y,0.6574999999999847,0.84050000000002,6.0,0.0,0.4,0.3085643863344054,0.2059211721829954,1.498458769748039,59.97532510409021,62.41903688983871,-3.9150103998902175,75.09659360945757,74.57791713173123,0.5186764777263448,0.45770535492060227,0.06097112280574257,0.7999999999999972,0.019999999999999962,1.0709504685408262,0.5,0.09999999999999432,-0.4000000000000057,0.5,0.9602814470435138,0.0,0.20000000000000284,0.0,0.20000000000000284,0.2603817032236011,0.1120155371208899,27.115144630280696,11.664865281502628,39.84083393460787,34.31650880389402,15.450279348778068,-18.86622945511595,74.56750000000001,76.20404361383986,72.93095638616016,0.9325080978011435,-1.2350993377483355,-3.4027067732978034
12,00002.HK,20210330,76.0,76.0,75.7,75.9,75.55,0.46,0.35,2337018.0,177433704.21,75.14500000000001,74.50500000000001,73.65199999999999,74.65600000000009,Y,0.6400000000000006,0.8530000000000229,5.0,0.35,0.0,0.3323001083601289,0.19099203158168737,1.7398637294352461,63.50183444319967,62.69742398601105,1.2830039992840714,75.02324699299531,74.50415050226972,0.5190964907255875,0.44246257421916657,0.07663391650642093,1.7000000000000028,0.3525,2.2911051212938043,0.29999999999999716,0.45000000000000284,0.15000000000000568,0.45000000000000284,0.9956877122007072,0.25,-1.3500000000000085,0.25,0.0,0.28041106501003193,0.10524750151480429,28.162551528355877,10.570332467213262,45.41933686929969,33.891560716916025,17.592219061142615,-16.29934165577341,74.50500000000001,76.08895075681033,72.92104924318969,0.24894697866972848,-1.83794466403161,-3.9248363067329595
13,00002.HK,20210329,74.4,75.75,74.35,75.55,74.7,1.14,0.85,3609219.0,272146969.89,74.975,74.405,73.57,74.63200000000009,Y,0.5699999999999932,0.835000000000008,4.0,0.85,0.0,0.330938578233985,0.20568372631874027,1.6089682161881005,61.67067142500204,62.814291134426675,-1.8206361781226033,74.8638373553581,74.3924825424513,0.47135481290679593,0.4233040950925613,0.048050717814234645,1.4500000000000028,0.16999999999999998,1.9568151147098554,1.4000000000000057,1.0499999999999972,-0.3500000000000085,1.4000000000000057,1.0376636900622997,0.45000000000000284,0.20000000000000284,0.45000000000000284,0.0,0.2827503777031113,0.11334346316978923,27.248749321288805,10.922947796601061,42.76938872868809,33.00480870519421,16.325801524687744,-16.679007180506463,74.405,75.87227638841495,72.93772361158506,0.4265736444936552,-1.5155526141627962,-3.4576788728192476
14,00002.HK,20210326,75.05,75.3,74.55,74.7,75.45,-0.99,-0.75,2624496.0,196440426.35,74.83000000000001,74.36,73.51099999999998,74.6000000000001,Y,0.4700000000000131,0.849000000000018,3.0,0.0,0.75,0.29101077655967617,0.2215055514201818,1.3137854771307624,56.780781542459074,62.805991311990596,-9.593367835882272,74.73908051087776,74.29988114584741,0.4391993650303476,0.41129141563900257,0.027907949391345055,1.0499999999999972,-0.395,1.4256619144602811,0.75,-0.15000000000000568,-0.9000000000000057,0.75,1.0097916662209379,-0.45000000000000284,0.25,0.0,0.25,0.2698850221418119,0.12206219110592686,26.726802287033564,12.087858831587962,37.71498457942866,32.253687164925445,14.638943455445602,-17.614743709479843,74.36,75.73644469558351,72.98355530441648,1.3874761654397716,-0.4551539491298606,-2.297784063699493
15,00002.HK,20210325,74.85,75.75,74.8,75.45,74.85,0.8,0.6,4085828.0,308474624.12,74.725,74.4075,73.46,74.56120000000008,Y,0.31749999999999545,0.9475000000000051,2.0,0.6,0.0,0.31339622091042046,0.18085213229865732,1.732886513015402,63.40865252773985,63.27384812141093,0.21304916696429643,74.74618605831007,74.2678716375152,0.47831442079487374,0.40431442829116626,0.07399999250370748,2.0,0.20249999999999996,2.722940776038121,0.9500000000000028,0.9000000000000057,-0.04999999999999716,0.9500000000000028,1.0297756405456253,0.15000000000000568,-0.09999999999999432,0.15000000000000568,0.0,0.2906454084604128,0.11222082119099816,28.22414873849752,10.897599124750911,44.28879219382586,31.83358736380981,17.326549613746607,-14.507037750063201,74.4075,75.88914604410095,72.92585395589904,0.5820358437388373,-1.3817097415506963,-3.345455326840241
16,00002.HK,20210324,75.0,75.6,74.7,74.85,75.05,-0.27,-0.2,2665229.0,200007436.78,74.525,74.4475,73.396,74.5384000000001,Y,0.07750000000000057,1.0515000000000043,1.0,0.0,0.2,0.29134977636506815,0.19476383478316941,1.4959131231392515,59.93450289879308,62.70013665920185,-4.410889525553996,74.61821988709372,74.17330136851642,0.44491851857729614,0.38581443016523936,0.05910408841205678,1.1499999999999915,0.11999999999999994,1.5603799185888623,0.8999999999999915,0.5499999999999972,-0.3499999999999943,0.8999999999999915,1.0359122282799038,-0.6000000000000085,0.04999999999999716,0.0,0.04999999999999716,0.30146428603429026,0.12085319205184417,29.10133482398033,11.666354421987728,42.76666331711929,30.875494684577802,17.434980401992604,-13.440514282585198,74.4475,76.07552794816306,72.81947205183695,1.637311887993409,-0.5377421509685898,-2.7127961899305775
17,00002.HK,20210323,76.2,76.2,74.75,75.05,75.9,-1.12,-0.85,2432319.0,182670986.44,74.41,74.55000000000001,73.345,74.5184000000001,N,-0.14000000000001478,1.2050000000000125,0.0,0.0,0.85,0.3137612976239196,0.19436105284341318,1.614321866617491,61.749162841458464,62.37361256259848,-1.0011440663522886,74.57607804838348,74.11916547799774,0.4569125703857395,0.37103840806222516,0.08587416232351436,1.0499999999999972,0.11999999999999994,1.418918918918915,1.4500000000000028,0.29999999999999716,-1.1500000000000057,1.4500000000000028,1.0463670150706663,0.20000000000000284,-0.20000000000000284,0.20000000000000284,0.0,0.3246538464984664,0.12630343759429394,31.02676611767439,12.07066313971719,43.98430093067805,29.960789405151534,18.9561029779572,-11.004686427194333,74.55000000000001,76.49396502026144,72.60603497973858,1.9240040243323708,-0.6662225183211024,-3.2564490609745755
18,00002.HK,20210322,74.75,76.0,74.55,75.9,74.85,1.4,1.05,4551152.0,343988658.51,74.30499999999999,74.5575,73.29799999999999,74.51660000000011,N,-0.25250000000001194,1.259500000000017,0.0,1.05,0.0,0.33789678205652873,0.1439272876775219,2.3476908896776245,70.12866381769501,62.07333409752985,12.97711785145712,74.48991042081684,74.04469871623755,0.44521170457929315,0.34956986748134655,0.0956418370979466,2.450000000000003,0.5675,3.335602450646702,1.4500000000000028,1.1500000000000057,-0.29999999999999716,1.4500000000000028,1.0153183239222558,1.1500000000000057,-0.5499999999999972,1.1500000000000057,0.0,0.33424260392142513,0.13601908664000886,32.919981452734866,13.396693769354645,42.151746837970585,28.882057749341804,19.52328768338022,-9.358770065961583,74.5575,76.51026086605606,72.60473913394395,0.8040327616021692,-1.7687747035573187,-4.341582168716807
19,00002.HK,20210319,74.25,74.85,74.0,74.85,74.5,0.47,0.35,5747427.0,429203652.35,74.06000000000002,74.425,73.225,74.52200000000009,N,-0.3649999999999807,1.2000000000000028,0.0,0.35,0.0,0.2831196114454925,0.1549986174988697,1.8265944304152075,64.62173740811104,61.1160417023582,5.7361301682886445,74.23353049732899,73.89627461353655,0.3372558837924373,0.3256594082068599,0.011596475585577415,1.6999999999999886,0.25,2.3239917976759927,0.8499999999999943,0.3499999999999943,-0.5,0.8499999999999943,0.9818812719162752,-0.15000000000000568,0.15000000000000568,0.0,0.15000000000000568,0.2714920349923035,0.14648209330462492,27.650189769120438,14.918513825887029,29.908535773982564,27.8613124348319,12.731675943233409,-15.12963649159849,74.425,76.35489637027484,72.49510362972515,2.01054959288558,-0.5678022712090836,-3.146154135303736
